sentence	subj_idx	verb_idx	verb_pos	verb	inflected_verb
developed environments ( human settlements ) are environments in geography .	1	6	VBP	are	is
i just get `` your password is invalid or too short .	5	6	VBZ	is	are
the NNP NN set includes the title ( original and alternative ) , cast ( director , actors , producer , screenwriter , etc .	3	4	VBZ	includes	include
in his native japan , his song `` another sky '' is all NNP airways ' theme song [ 1 ] , while `` color your life '' is NNP bank 's theme song [ 2 ] .	26	28	VBZ	is	are
the b section or middle eight is also often referred to as the bridge and sometimes as the release .	2	6	VBZ	is	are
the torpedo attack fails , but draws the japanese combat air patrol down to low altitude , and they are unable to effectively VB the dive bombers from NNP and enterprise when they arrive .	2	3	VBZ	fails	fail
NNP 's husband is NNP , who is gay and loves NN .	2	3	VBZ	is	are
nonetheless , the solution is not those NNS .	3	4	VBZ	is	are
that forum is a forum , but the people under there are a real community .	1	2	VBZ	is	are
sugar bowl championship year and is now a super bowl champion and player for the baltimore NNP .	3	5	VBZ	is	are
the hill also hosts the largest red NN tree in thailand , halfway down its riverside NN .	1	3	VBZ	hosts	host
the NNS facilitate youth mentor NNS , outdoor conservation days , shooting sports , competitive events , conservation camps , and youth fishing tournaments , outdoor NN , hunter education classes , NN habitats and much more .	1	2	VBP	facilitate	facilitates
the riding is largely rural and wilderness in character despite its proximity to the lower mainland , it spans the bridge NNP , NNP canyon , fraser canyon , NNP and NNP districts .	1	2	VBZ	is	are
little star lake is home to little NNP lodge where john NNP had his famous NN .	2	3	VBZ	is	are
a local abc affiliate is in new haven , NNP tv channel 8 .	3	4	VBZ	is	are
this new bot merely exists to VB all comment about the bot away from NN , reflected in his own comments about the approval , without JJ giving the community any better way of improving the way the bot works .	2	4	VBZ	exists	exist
your argument that someone 's NNP number can change because of actions by someone else `` unknown to the subject '' is CD NN for NNP numbers 1 , 2 , 3 or 4 .	1	21	VBZ	is	are
the spiral NN model allows for elements of the product to be added in when they become available or known .	3	4	VBZ	allows	allow
signs generally develop within JJ NN of NN and can include depression , NN , NN , and NN .	0	2	VBP	develop	develops
delete the subject lacks significant coverage in reliable third party sources and appears to fail the notability guidelines for music related subjects .	2	3	VBZ	lacks	lack
the former president of chile , michelle NNP is from another party in the coalition , the socialist party .	2	8	VBZ	is	are
divine command theory is a JJ theory which VBZ that an action 's status as RB good is equivalent to whether it is commanded by god .	2	3	VBZ	is	are
the NNS of the bank are NNP .	1	5	VBP	are	is
delete NNP is notable , but branch offices are not .	7	8	VBP	are	is
my point here being that this man has a great deal of coverage in reliable sources that fully address his notability .	6	7	VBZ	has	have
extremely high power electromagnetic radiation can cause electric NNS strong enough to create NNS ( electrical NN ) when an induced voltage VBZ the breakdown voltage of the surrounding medium ( e .	21	22	VBZ	exceeds	exceed
treatment involves the use of NNS .	0	1	VBZ	involves	involve
if these components for the schedule are not available , they can be created with a JJ NN method like NNP NNP .	2	6	VBP	are	is
NN methods which are JJ to many adults , and books which lack NNS of methods or solved examples make it difficult to help with NN .	18	19	VBP	make	makes
on the basis of the material already found and these four books , i think it 's a keep .	11	14	VBP	think	thinks
NNP 's theory , and its implications for the world economy , remain the only factual proof about the case .	6	12	VBP	remain	remains
comment the sun link is a passing reference to VB appearing at NNP - not substantial .	3	4	VBZ	is	are
the master of sacred music is a graduate degree combining academic studies in theology with applied studies in music .	1	5	VBZ	is	are
the point is that the ancient greeks and romans may well have had good NNS and other such devices .	1	2	VBZ	is	are
the NN point has been made the NN of a NN ; the highest point is a few hundred metres away to the north-west .	14	15	VBZ	is	are
the children are 18 and 16 years old at the start of the series .	1	2	VBP	are	is
the NNP NNP recording appears in the german movie das boot or the boat by NNP NNP starring NNP NNP .	3	4	VBZ	appears	appear
the poet NNP addresses him as `` the most JJ of the gods , '' a source from late NN says that the wife of NNP was NNP , the daughter of NNP , and that he loved her RB .	1	3	VBZ	addresses	address
if you can ; t see that a level 3 warning for adding a full stop to a sentence is wrong on some many levels , it is you who needs to be blocked from editing .	10	19	VBZ	is	are
other NNS owned by NNP include the NNP NNP soccer stadium in NNP paulo , brazil and the NNP NNP soccer stadium in nice , france .	1	5	VBP	include	includes
the current internal layout has 14 NNS , with a size of .	3	4	VBZ	has	have
new orleans jazz NN and a predecessor as NN of preservation hall jazz band , and his nephew is mark NNP , a successor as NN of preservation hall jazz band .	17	18	VBZ	is	are
appears to be pure NN , including claims that the standard model is RB wrong [ 1 ] .	11	12	VBZ	is	are
for some dive NNS this is adequate , and the small size and weight of these units makes them very convenient and easy to carry , and very little training is required in their use .	11	17	VBZ	makes	make
JJ NNS are usually two stories and built out of wood and NN .	1	2	VBP	are	is
the association is tax JJ under section 80 g and 35 ( 1 ) ( iii ) of it act .	1	2	VBZ	is	are
in australia the australian frontier wars end after CD years .	5	6	VBP	end	ends
lakes in the municipality include NNP and NNP .	0	4	VBP	include	includes
NNP NN ( israel ) makes more sense .	1	5	VBZ	makes	make
examples of this broad concept of user NNS include the interactive aspects of computer operating systems , hand tools , heavy machinery operator controls , and process controls .	0	8	VBP	include	includes
if i understand this correctly , it 's speculation about who created the bicycle kick , and that article appears to be slightly better VBN with all the same info and more .	18	19	VBZ	appears	appear
the list is also a current work in progress the same as all wikipedia .	1	2	VBZ	is	are
another notable difference in jackson 's films is that NNP does not at first NN NNP .	2	7	VBZ	is	are
the point is that , if the NN really had changed his spots , he would n't continue to pull things out of the same old bag of tricks .	1	2	VBZ	is	are
whether a municipality is defined as a city , town , or village is not dependent on population or land area , but rather by the form of government selected by the residents and approved by the state legislature .	12	13	VBZ	is	are
after defeating NNP , the player gets a new starting point called VBG NNP truly ' .	5	6	VBZ	gets	get
or perhaps the wp team needs to work on the databases write NN , but VBG articles in sections seems quite the wrong direction to move in .	4	5	VBZ	needs	need
the distance measured to NNP CD using this technique is 2 .	1	9	VBZ	is	are
its logo is a picture of two JJ NNS .	1	2	VBZ	is	are
the site forms part of the NNP irrigation area important bird area ( NNP ) , so identified by NNP international because of its importance for wild birds , especially JJ NNS .	1	2	VBZ	forms	form
the NN of series is , after death of jean grey , the NN are called together by charles xavier to travel to japan following the NN of NNP NNP and face the NNP .	1	4	VBZ	is	are
the article claims that NNP produces for NNP musical , but that page does not mention him and does identify a different producer .	1	2	VBZ	claims	claim
VBG is most important at nascar 's NN plate tracks , NNP NNP and NNP international speedway , where the plates mean that much less power is available to push the large bodies through the air .	25	26	VBZ	is	are
